product_code,title,product_description,currency,price,product_quantity_raw,price_per_product_quantity_raw,tax_details,additional_manufacturer,manufacturers,product_info_url,country,product_img_url,availability,raw_data,raw_html
KDMED30B38,Soft Leather Nursing Shoe White and Blue Size 38,,GBP,"£
                        44.10",1,,(Inc. VAT),,,https://www.medema.co.uk/_leather_mule_for_nurses,UK,./media/products/7a399b45ca2f53c324f8a404e6a81c0e.jpg|./media/products/7a399b45ca2f53c324f8a404e6a81c0e.jpg,,,
KDMED30B39,Soft Leather Nursing Shoe White and Blue Size 39,,GBP,"£
                        44.10",1,,(Inc. VAT),,,https://www.medema.co.uk/_leather_mule_for_nurses,UK,./media/products/eea3a5687eb6219eebdfa60a82c2f29c.jpg|./media/products/eea3a5687eb6219eebdfa60a82c2f29c.jpg,,,
KDMED30B40,Soft Leather Nursing Shoe White and Blue Size 40,,GBP,"£
                        44.10",1,,(Inc. VAT),,,https://www.medema.co.uk/_leather_mule_for_nurses,UK,./media/products/d00e0bbc86f9a1217ef80a5e8d2cf4c5.jpg|./media/products/d00e0bbc86f9a1217ef80a5e8d2cf4c5.jpg,,,
KDMED30B41,Soft Leather Nursing Shoe White and Blue Size 41,,GBP,"£
                        44.10",1,,(Inc. VAT),,,https://www.medema.co.uk/_leather_mule_for_nurses,UK,./media/products/176c7449595829cf98f01b6aa1c7f3c6.jpg|./media/products/176c7449595829cf98f01b6aa1c7f3c6.jpg,,,
KDMED30B42,Soft Leather Nursing Shoe White and Blue Size 42,,GBP,"£
                        44.10",1,,(Inc. VAT),,,https://www.medema.co.uk/_leather_mule_for_nurses,UK,./media/products/73322a971b63273e0c0e55c062943ac4.jpg|./media/products/73322a971b63273e0c0e55c062943ac4.jpg,,,
KDMED30B43,Soft Leather Nursing Shoe White and Blue Size 43,,GBP,"£
                        44.10",1,,(Inc. VAT),,,https://www.medema.co.uk/_leather_mule_for_nurses,UK,./media/products/0ac2ee1c0b8cdca0847600f03bfc2d2c.jpg|./media/products/0ac2ee1c0b8cdca0847600f03bfc2d2c.jpg,,,
KDMED30P35,Soft Leather Nursing Shoe White and Pink Size 35,,GBP,"£
                        44.10",1,,(Inc. VAT),,,https://www.medema.co.uk/_leather_mule_for_nurses,UK,./media/products/35946ec41a5df16fa48188e18bde9312.jpg|./media/products/35946ec41a5df16fa48188e18bde9312.jpg,,,
KDMED30P36,Soft Leather Nursing Shoe White and Pink Size 36,,GBP,"£
                        44.10",1,,(Inc. VAT),,,https://www.medema.co.uk/_leather_mule_for_nurses,UK,./media/products/4771ac0be75277cab5b5990f9e05f9a6.jpg|./media/products/4771ac0be75277cab5b5990f9e05f9a6.jpg,,,
KDMED30P37,Soft Leather Nursing Shoe White and Pink Size 37,,GBP,"£
                        44.10",1,,(Inc. VAT),,,https://www.medema.co.uk/_leather_mule_for_nurses,UK,./media/products/b610bf113c74ea26820190b2835547bc.jpg|./media/products/b610bf113c74ea26820190b2835547bc.jpg,,,
KDMED30P38,Soft Leather Nursing Shoe White and Pink Size 38,,GBP,"£
                        44.10",1,,(Inc. VAT),,,https://www.medema.co.uk/_leather_mule_for_nurses,UK,./media/products/8d0917a21159f30484bb74964028d42d.jpg|./media/products/8d0917a21159f30484bb74964028d42d.jpg,,,
KDMED30P39,Soft Leather Nursing Shoe White and Pink Size 39,,GBP,"£
                        44.10",1,,(Inc. VAT),,,https://www.medema.co.uk/_leather_mule_for_nurses,UK,./media/products/151e6e766cc604420fee801ea990bff2.jpg|./media/products/151e6e766cc604420fee801ea990bff2.jpg,,,
KDMED30P40,Soft Leather Nursing Shoe White and Pink Size 40,,GBP,"£
                        44.10",1,,(Inc. VAT),,,https://www.medema.co.uk/_leather_mule_for_nurses,UK,./media/products/f35713e523a7ab7ea3a5f262dd5d4bb7.jpg|./media/products/f35713e523a7ab7ea3a5f262dd5d4bb7.jpg,,,
KDMED30P41,Soft Leather Nursing Shoe White and Pink Size 41,,GBP,"£
                        44.10",1,,(Inc. VAT),,,https://www.medema.co.uk/_leather_mule_for_nurses,UK,./media/products/2ffa6315964f7b75bb8557dadcb07b85.jpg|./media/products/2ffa6315964f7b75bb8557dadcb07b85.jpg,,,
KDMED30P42,Soft Leather Nursing Shoe White and Pink Size 42,,GBP,"£
                        44.10",1,,(Inc. VAT),,,https://www.medema.co.uk/_leather_mule_for_nurses,UK,./media/products/6e6f39f43ae59bb5d88828ac4e9f96bc.jpg|./media/products/6e6f39f43ae59bb5d88828ac4e9f96bc.jpg,,,
KDMED30P43,Soft Leather Nursing Shoe White and Pink Size 43,,GBP,"£
                        44.10",1,,(Inc. VAT),,,https://www.medema.co.uk/_leather_mule_for_nurses,UK,./media/products/6d78e42beb70dc29a0e671eaa093380c.jpg|./media/products/6d78e42beb70dc29a0e671eaa093380c.jpg,,,
,,,GBP,,1,,(Inc. VAT),,,https://www.medema.co.uk/mir_minispir_pc_based_usb_spirometer_,UK,,,,
HRS658,Minispir Spirometer,,GBP,"£
                        1,074.00",1,,(Inc. VAT),,,https://www.medema.co.uk/mir_minispir_pc_based_usb_spirometer_,UK,./media/products/21fb771f381116a4941fe0e54ebd608e.jpg|./media/products/21fb771f381116a4941fe0e54ebd608e.jpg,,,
,,,GBP,,1,,(Inc. VAT),,,https://www.medema.co.uk/complete_spirometer_for_professional_and_patient_home_care_use,UK,,,,
GIM33532,Spirodoc,,GBP,"£
                        2,340.00",1,,(Inc. VAT),,,https://www.medema.co.uk/complete_spirometer_for_professional_and_patient_home_care_use,UK,./media/products/usb-hand-held-spirometers-69437-135583.jpg|./media/products/usb-hand-held-spirometers-69437-135583.jpg,,,
HRS659,Adult Disposable Mouthpiece 100,,GBP,"£
                        20.70",1,,(Inc. VAT),,,https://www.medema.co.uk/complete_spirometer_for_professional_and_patient_home_care_use,UK,./media/products/518c0e9866847931640dfe3547ba54da.jpg|./media/products/518c0e9866847931640dfe3547ba54da.jpg,,,
HRS661,MIR Bluetooth Printer Combo|,,GBP,"£
                        18.06",1,,(Inc. VAT),,,https://www.medema.co.uk/complete_spirometer_for_professional_and_patient_home_care_use,UK,./images/placeholder-small.gif|./images/placeholder-small.gif,,,
HRS662,MIR Disposable Bacterial Viral Filter 50,,GBP,"£
                        87.48",1,,(Inc. VAT),,,https://www.medema.co.uk/complete_spirometer_for_professional_and_patient_home_care_use,UK,./media/products/24a748e04c60704558e3933287ebc1a6.jpg|./media/products/24a748e04c60704558e3933287ebc1a6.jpg,,,
HRS663,Paper Roll for Printer - Standard Thermal Paper Pack of 5|,,GBP,"£
                        44.57",1,,(Inc. VAT),,,https://www.medema.co.uk/complete_spirometer_for_professional_and_patient_home_care_use,UK,./images/placeholder-small.gif|./images/placeholder-small.gif,,,
HRS665,Intermedical Plastic Nose Clip Pack of 5|,,GBP,"£
                        4.86",1,,(Inc. VAT),,,https://www.medema.co.uk/complete_spirometer_for_professional_and_patient_home_care_use,UK,./images/placeholder-small.gif|./images/placeholder-small.gif,,,
HRS667,MIR Disposable Turbine 50,,GBP,"£
                        100.80",1,,(Inc. VAT),,,https://www.medema.co.uk/complete_spirometer_for_professional_and_patient_home_care_use,UK,./images/placeholder-small.gif|./images/placeholder-small.gif,,,
HRS668,MIR USB to serial converter cable|,,GBP,"£
                        92.87",1,,(Inc. VAT),,,https://www.medema.co.uk/complete_spirometer_for_professional_and_patient_home_care_use,UK,./images/placeholder-small.gif|./images/placeholder-small.gif,,,
,,,GBP,,1,,(Inc. VAT),,,https://www.medema.co.uk/welch_allyn_spirometer_spiroperfect,UK,,,,
WA58550-0000,Welch Allyn Nose Clip,,GBP,"£
                        12.00",1,,(Inc. VAT),,,https://www.medema.co.uk/welch_allyn_spirometer_spiroperfect,UK,./media/products/2e22a646d75da49bce330ba1aaf94d40.jpg|./media/products/2e22a646d75da49bce330ba1aaf94d40.jpg,,,
WA703415,Welch Allyn Pressure Tubing  2M,,GBP,"£
                        42.00",1,,(Inc. VAT),,,https://www.medema.co.uk/welch_allyn_spirometer_spiroperfect,UK,./media/products/ab80a1c84a8ddf34f313550404d1a5b5.jpg|./media/products/ab80a1c84a8ddf34f313550404d1a5b5.jpg,,,
WA703419,Welch Allyn Disposable Flow Transducers  pack of 100,,GBP,"£
                        188.40",1,,(Inc. VAT),,,https://www.medema.co.uk/welch_allyn_spirometer_spiroperfect,UK,./media/products/welch_allyn_transducer.jpg|./media/products/welch_allyn_transducer.jpg,,,
WASpiro-S,Welch Allyn PC Spirometer with Syringe,,GBP,"£
                        2,070.00",1,,(Inc. VAT),,,https://www.medema.co.uk/welch_allyn_spirometer_spiroperfect,UK,./media/products/welch_allyn_spirometer_big.jpg|./media/products/welch_allyn_spirometer_big.jpg,,,
,,,GBP,,1,,(Inc. VAT),,,https://www.medema.co.uk/micro_i_pocket_spirometer,UK,,,,
HRS005.1,One Way Safety Mouthpieces 500 units,,GBP,"£
                        78.00",1,,(Inc. VAT),,,https://www.medema.co.uk/micro_i_pocket_spirometer,UK,./media/products/21cd404508b6200928b01b1f68a3c195.jpg|./media/products/21cd404508b6200928b01b1f68a3c195.jpg,,,
HRS703,Micro i Pocket Spirometer,,GBP,"£
                        423.60",1,,(Inc. VAT),,,https://www.medema.co.uk/micro_i_pocket_spirometer,UK,./media/products/99054ba445b2c54a46706610e16d7ee9.jpg|./media/products/99054ba445b2c54a46706610e16d7ee9.jpg,,,
,,,GBP,,1,,(Inc. VAT),,,https://www.medema.co.uk/surgical_wire_twisters_in_tc,UK,,,,
SUG825082-18,TC Baumgartner Wire Twisting Forceps 20 cm|It has ringed handles with a locking mechanism to provide stable grip over wires and pins.,,GBP,"£
                        172.80",1,,(Inc. VAT),,,https://www.medema.co.uk/surgical_wire_twisters_in_tc,UK,./media/products/e3d28fc621cb414c81c44a4469f48822.jpg|./media/products/e3d28fc621cb414c81c44a4469f48822.jpg,,,
SUG825080-18*,TC Corwin Wire Twisting Forcep 16 cm,,GBP,"£
                        81.60",1,,(Inc. VAT),,,https://www.medema.co.uk/surgical_wire_twisters_in_tc,UK,./media/products/b454a61fc1e13420eaf313a0b0735844.jpg|./media/products/b454a61fc1e13420eaf313a0b0735844.jpg,,,
SUG825034-16*,Mayo-Hauberisser Wire Twisters 16 cm,,GBP,"£
                        81.60",1,,(Inc. VAT),,,https://www.medema.co.uk/surgical_wire_twisters_in_tc,UK,./media/products/02450fad5e0de20c21d3eeadda8e97c6.jpg|./media/products/02450fad5e0de20c21d3eeadda8e97c6.jpg,,,
SUG825022-20,Mayo-Hauberisser Wire Twisters 17 cm,,GBP,"£
                        81.60",1,,(Inc. VAT),,,https://www.medema.co.uk/surgical_wire_twisters_in_tc,UK,./media/products/efce3f44e1dd77e56ab87d5aac8d67ea.jpg|./media/products/efce3f44e1dd77e56ab87d5aac8d67ea.jpg,,,
SUG825020-17,Mayo-Hauberisser Wire Twisters 20 cm,,GBP,"£
                        81.60",1,,(Inc. VAT),,,https://www.medema.co.uk/surgical_wire_twisters_in_tc,UK,./media/products/fda5712460105d508a359350d0ac3c30.jpg|./media/products/fda5712460105d508a359350d0ac3c30.jpg,,,
SUG825010-17*,Mathieu-Berry Wire Twisters 17 cm,,GBP,"£
                        81.60",1,,(Inc. VAT),,,https://www.medema.co.uk/surgical_wire_twisters_in_tc,UK,./media/products/825010-17.jpg|./media/products/825010-17.jpg,,,
SUG825000-18,Berry Wire Twisters 18 cm,,GBP,"£
                        115.20",1,,(Inc. VAT),,,https://www.medema.co.uk/surgical_wire_twisters_in_tc,UK,./media/products/ceff1f034cb1e96eb450ee0b3df38ea1.jpg|./media/products/ceff1f034cb1e96eb450ee0b3df38ea1.jpg,,,
,,,GBP,,1,,(Inc. VAT),,,https://www.medema.co.uk/tc_grasping_forceps,UK,,,,
SUG851022-20,Duval Grasping Forceps 20 cm,,GBP,"£
                        91.20",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_grasping_forceps,UK,./media/products/33eb39aae17f7ec008342d05dba5c403.jpg|./media/products/33eb39aae17f7ec008342d05dba5c403.jpg,,,
SUG851020-18,Duval Grasping Forceps 18 cm,,GBP,"£
                        84.00",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_grasping_forceps,UK,./media/products/75b5db13ef12f47c26cc7315d73e9e4d.jpg|./media/products/75b5db13ef12f47c26cc7315d73e9e4d.jpg,,,
SUG851010-24,Babcock Grasping Forceps 24 cm,,GBP,"£
                        96.00",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_grasping_forceps,UK,./media/products/3af7e7471eb71620ee6ca4aa1404bc58.jpg|./media/products/3af7e7471eb71620ee6ca4aa1404bc58.jpg,,,
SUG851010-18,Babcock Grasping Forceps 20 cm,,GBP,"£
                        84.00",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_grasping_forceps,UK,./media/products/83057258984c683db67554da1dae64da.jpg|./media/products/83057258984c683db67554da1dae64da.jpg,,,
SUG851010-20,Babcock Grasping Forceps 18 cm,,GBP,"£
                        84.00",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_grasping_forceps,UK,./media/products/117a93959872cb0670564a72fb4a9b34.jpg|./media/products/117a93959872cb0670564a72fb4a9b34.jpg,,,
SUG851010-16,Babcock Grasping Forceps 16 cm,,GBP,"£
                        76.80",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_grasping_forceps,UK,./media/products/d2bac2d55334269ec2a241b8ca25a29e.jpg|./media/products/d2bac2d55334269ec2a241b8ca25a29e.jpg,,,
SUG851000-24,Allis Grasping Forceps 24 cm,,GBP,"£
                        86.40",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_grasping_forceps,UK,./media/products/851000-24.jpg|./media/products/851000-24.jpg,,,
SUG851000-19,Allis Grasping Forceps 19 cm,,GBP,"£
                        72.00",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_grasping_forceps,UK,./media/products/cec87765c86b07d6320ce99acf91091d.jpg|./media/products/cec87765c86b07d6320ce99acf91091d.jpg,,,
SUG851000-22,Allis Grasping Forceps 22 cm,,GBP,"£
                        79.20",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_grasping_forceps,UK,./media/products/1dfb8ccbf4e1cf46532118c88ba42179.jpg|./media/products/1dfb8ccbf4e1cf46532118c88ba42179.jpg,,,
,,,GBP,,1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,,,,
SUG811164-24,DeBakey Dissecting Forceps|203 mm | |Cross-Serrated| |2.7 mm| |Straight,,GBP,"£
                        60.00",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/359fba0616d193849f7b7eeef2f517c3.jpg|./media/products/359fba0616d193849f7b7eeef2f517c3.jpg,,,
SUG811152-24,DeBakey Dissecting Forceps|152 mm | |Cross-Serrated| |2 mm| |Straight,,GBP,"£
                        60.00",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/c7c6ef3a5119c9397613244bcacc48a9.jpg|./media/products/c7c6ef3a5119c9397613244bcacc48a9.jpg,,,
SUG811150-24,DeBakey Dissecting Forceps|152 mm | |Cross-Serrated| | 2.7 mm| |Straight,,GBP,"£
                        60.00",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/6d5e1362b400544835145d917d911405.jpg|./media/products/6d5e1362b400544835145d917d911405.jpg,,,
SUG811164-20,DeBakey Dissecting Forceps|197 mm | |Cross-Serrated| |2.7 mm| |Straight,,GBP,"£
                        60.00",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/933a0dbff0b5beca8932aab6af321bfe.jpg|./media/products/933a0dbff0b5beca8932aab6af321bfe.jpg,,,
SUG811126-25,Potts-Nevins Dissecting Forceps|14 cm,,GBP,"£
                        45.60",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/5106ad0bd365921622062b0c0760130e.jpg|./media/products/5106ad0bd365921622062b0c0760130e.jpg,,,
SUG811126-20,Potts-Nevins Dissecting Forceps|17 cm,,GBP,"£
                        45.60",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/192adc85874745b853078e255e0939c0.jpg|./media/products/192adc85874745b853078e255e0939c0.jpg,,,
SUG811120-25,Evans Dissecting Forceps|25 cm Straight,,GBP,"£
                        48.00",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/40b87ba849025d6e5fc2f8687c1c1a62.jpg|./media/products/40b87ba849025d6e5fc2f8687c1c1a62.jpg,,,
SUG811116-25,Wangensteen Dissecting Forceps|15 cm Straight,,GBP,"£
                        67.20",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/2d7674a23e0c4f47a6d7256a17558f08.jpg|./media/products/2d7674a23e0c4f47a6d7256a17558f08.jpg,,,
SUG811116-23,Wangensteen Dissecting Forceps|23 cm Straight,,GBP,"£
                        67.20",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/a03924be96a85edc409ab256a3be65d4.jpg|./media/products/a03924be96a85edc409ab256a3be65d4.jpg,,,
SUG811112-18,Cushing Dissecting Forceps|17.5 cm Angled,,GBP,"£
                        40.80",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/5c9c2010a638dad6b6cc6b9f44390594.jpg|./media/products/5c9c2010a638dad6b6cc6b9f44390594.jpg,,,
SUG811110-18,Cushing Dissecting Forceps|17.5 cm Straight,,GBP,"£
                        40.80",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/d262b2694378a0bd3a5dc9a680348d21.jpg|./media/products/d262b2694378a0bd3a5dc9a680348d21.jpg,,,
SUG811094-15,Gillies Dissecting Forceps| 15.5 cm Straight 1x2 teeth,,GBP,"£
                        33.60",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/1998005b8be7ce4610717d9dbc963ffd.jpg|./media/products/1998005b8be7ce4610717d9dbc963ffd.jpg,,,
SUG811090-15,McIndoe Dissecting Forceps|15.5 cm length  Delicate forceps with stablizing pin prevents tip cross-over,,GBP,"£
                        31.20",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/46a2ff7c7a23562c99a5ff211586aa1b.jpg|./media/products/46a2ff7c7a23562c99a5ff211586aa1b.jpg,,,
SUG811080-17,Ferris-Smith Dissecting Forceps|1 x 2 Teeth  17 cm,,GBP,"£
                        62.40",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/f588f849a8b7ec97d1e7e969076d0fe3.jpg|./media/products/f588f849a8b7ec97d1e7e969076d0fe3.jpg,,,
SUG811072-15,Adson-Standard Dissecting Forceps|Curved Tip 1 mm 1X2 Teeth 12 cm,,GBP,"£
                        33.60",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/64231f0c8984c9b6793c327ffe8ea91f.jpg|./media/products/64231f0c8984c9b6793c327ffe8ea91f.jpg,,,
SUG811072-12,Adson-Standard Dissecting Forceps|Curved Tip 2 mm 1X2 Teeth 12 cm,,GBP,"£
                        33.60",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/292563e6ea5ff263a8d691e508a5f34d.jpg|./media/products/292563e6ea5ff263a8d691e508a5f34d.jpg,,,
SUG811064-15,Micro-Adson Dissecting Forceps|12 cm  Straight 0.8 mm tips 1 x 2 Teeth Fine point,,GBP,"£
                        33.60",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/18c66cc3dc525709e030dad52596db18.jpg|./media/products/18c66cc3dc525709e030dad52596db18.jpg,,,
SUG811064-12,Micro-Adson Dissecting Forceps|13 cm  Straight 0.8 mm tips 1 x 2 Teeth Fine point,,GBP,"£
                        33.60",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/186ec7301fcfb0e20fc73e3cc12bb2e1.jpg|./media/products/186ec7301fcfb0e20fc73e3cc12bb2e1.jpg,,,
SUG811060-12,Adson-Brown Dissecting Forceps|12 cm,,GBP,"£
                        38.40",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/3814b03cd425e73957b8f9c8c3bc39d3.jpg|./media/products/3814b03cd425e73957b8f9c8c3bc39d3.jpg,,,
SUG811050-25,Oehler Dissecting Forceps|14.5 cm,,GBP,"£
                        45.60",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/7251830200a79c9a5f40e1e5989491dd.jpg|./media/products/7251830200a79c9a5f40e1e5989491dd.jpg,,,
SUG811050-20,Oehler Dissecting Forceps|16 cm,,GBP,"£
                        45.60",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/c3367b902cc85db75efb82b11a3158fa.jpg|./media/products/c3367b902cc85db75efb82b11a3158fa.jpg,,,
SUG811050-18,Oehler Dissecting Forceps|18 cm,,GBP,"£
                        45.60",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/eea13c2640548b1d341a77871e13dba1.jpg|./media/products/eea13c2640548b1d341a77871e13dba1.jpg,,,
SUG811050-16,Oehler Dissecting Forceps|20 cm,,GBP,"£
                        45.60",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/81fa02631e92b2b3fc7c52785faaeec5.jpg|./media/products/81fa02631e92b2b3fc7c52785faaeec5.jpg,,,
SUG811050-14,Oehler Dissecting Forceps|25 cm,,GBP,"£
                        45.60",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/160f2218ad25d5ce23adcd94ebc4481d.jpg|./media/products/160f2218ad25d5ce23adcd94ebc4481d.jpg,,,
SUG811046-25,Potts-Smith Dissecting Forceps|15 cm straight,,GBP,"£
                        45.60",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/2eedb286bfd4359f21ed6c4c1fd8242e.jpg|./media/products/2eedb286bfd4359f21ed6c4c1fd8242e.jpg,,,
SUG811046-20,Potts-Smith Dissecting Forceps|18 cm Straight,,GBP,"£
                        45.60",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/dc0748d1241d628666bdc6376fbb9712.jpg|./media/products/dc0748d1241d628666bdc6376fbb9712.jpg,,,
SUG811046-18,Potts-Smith Dissecting Forceps|20 cm Straight,,GBP,"£
                        45.60",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/1c662facde4eb15ec8f310c66ab0088d.jpg|./media/products/1c662facde4eb15ec8f310c66ab0088d.jpg,,,
SUG811040-25,Standard Dissecting Forceps|12 cm Straight,,GBP,"£
                        36.00",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/ac42addc4d909169d8554fd5fcfaf926.jpg|./media/products/ac42addc4d909169d8554fd5fcfaf926.jpg,,,
SUG811040-20,Standard Dissecting Forceps|15 cm Straight,,GBP,"£
                        36.00",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/a0db748798eab94b1c5046b2777abe53.jpg|./media/products/a0db748798eab94b1c5046b2777abe53.jpg,,,
SUG811040-18,Standard Dissecting Forceps|18 cm Straight,,GBP,"£
                        36.00",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/e900524e96ebb9dd94ea067344e5569f.jpg|./media/products/e900524e96ebb9dd94ea067344e5569f.jpg,,,
SUG811040-16,Standard Dissecting Forceps|20 cm Straight,,GBP,"£
                        36.00",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/f4a6ca3038b517d9ad6a7deb0f1ac0fd.jpg|./media/products/f4a6ca3038b517d9ad6a7deb0f1ac0fd.jpg,,,
SUG811040-14,Standard Dissecting Forceps|25 cm Straight,,GBP,"£
                        36.00",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/f0455867420fa1ccbe8f14b6f04f2366.jpg|./media/products/f0455867420fa1ccbe8f14b6f04f2366.jpg,,,
SUG811032-18,Cushing-Taylor Dissecting Forceps|18 cm Straight,,GBP,"£
                        45.60",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/5b945b753babdce0834308e164c1af7b.jpg|./media/products/5b945b753babdce0834308e164c1af7b.jpg,,,
SUG811030-18,Lucae Dissecting Forceps|14 cm,,GBP,"£
                        45.60",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/c23b745bf19be582a1cdbfbf28827fb4.jpg|./media/products/c23b745bf19be582a1cdbfbf28827fb4.jpg,,,
SUG811022-17,Bonney Dissecting Forceps|1 x 2 Teeth 17.5 cm,,GBP,"£
                        52.80",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/1e9ffb0c54b884ce2e4174864c2a5740.jpg|./media/products/1e9ffb0c54b884ce2e4174864c2a5740.jpg,,,
SUG811012-17,Gerald Dissecting Forceps|17. 5 cm Straight,,GBP,"£
                        40.80",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/5d20d0fb6d57fc52ceb6a41c4185eb76.jpg|./media/products/5d20d0fb6d57fc52ceb6a41c4185eb76.jpg,,,
SUG811002-18,Semken Dissecting Forceps|14 cm Straight,,GBP,"£
                        38.40",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/ba2dced5f767754b815220467b9f7d63.jpg|./media/products/ba2dced5f767754b815220467b9f7d63.jpg,,,
SUG811002-16,Semken Dissecting Forceps|16 cm,,GBP,"£
                        38.40",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/12f07ef148339883aa99dcf8d9dbcdf2.jpg|./media/products/12f07ef148339883aa99dcf8d9dbcdf2.jpg,,,
SUG811000-18,Semken Dissecting Forceps|18 cm Straight,,GBP,"£
                        38.40",1,,(Inc. VAT),,,https://www.medema.co.uk/tc_thumb_forceps,UK,./media/products/0eb7b64c2aa029dc142bac1aee861783.jpg|./media/products/0eb7b64c2aa029dc142bac1aee861783.jpg,,,
,,,GBP,,1,,(Inc. VAT),,,https://www.medema.co.uk/emini-wright_peak_flow_meter__for_asthma_and_copd,UK,,,,
CL3210001,Clemt Clarke e Mini-Wright peak flow meter downloaded version,,GBP,"£
                        24.36",1,,(Inc. VAT),,,https://www.medema.co.uk/emini-wright_peak_flow_meter__for_asthma_and_copd,UK,./media/products/b449db32e7a9564c0079673ca9da9e76.jpg|./media/products/b449db32e7a9564c0079673ca9da9e76.jpg,,,
CL3120000,Clement Clarke eMini-Wright peak flow meter - read only,,GBP,"£
                        14.46",1,,(Inc. VAT),,,https://www.medema.co.uk/emini-wright_peak_flow_meter__for_asthma_and_copd,UK,./media/products/ac2bac534aeba41e738575aa9425fd80.jpg|./media/products/ac2bac534aeba41e738575aa9425fd80.jpg,,,
,,,GBP,,1,,(Inc. VAT),,,https://www.medema.co.uk/mini-wright_afs_eu_scale,UK,,,,
CL3103095,15 Pieces Sterilisable Plastic Mouthpieces for Mini-Wright peakflowmeters,,GBP,"£
                        7.14",1,,(Inc. VAT),,,https://www.medema.co.uk/mini-wright_afs_eu_scale,UK,./media/products/serilised_mouth_pieces.jpg|./media/products/serilised_mouth_pieces.jpg,,,
